day,date,market_phase,total_routes,successful_routes,failed_routes,gross_profit,gas_costs,net_profit,avg_roi,best_route_profit,worst_route_profit,routes_2hop,routes_3hop,routes_4hop,routes_crosschain,mev_frontrun,mev_backrun,cumulative_routes,cumulative_profit,cumulative_gas,cumulative_net_profit,current_capital,daily_return
16,2025-08-23,bull,38,22,16,10896228.254676031,488.71914752323596,10895739.535528507,441.28305035233603,3956784.1521422258,-94495.53428701317,7,10,5,6,5,2,383,113937850.8926345,7214.791034104123,113930636.1016004,114030636.1016004,0.10564551765025826
17,2025-08-24,bull,43,32,11,15422609.519089777,529.2241025812455,15422080.294987196,391.4787779579424,2815111.1529374863,-185193.72147100847,14,12,6,14,5,5,415,129360460.41172427,7744.015136685369,129352716.3965876,129452716.3965876,0.1352450606453361
18,2025-08-25,bull,43,28,15,7623214.386028869,472.65919413780114,7622741.726834731,198.4597505564068,1383004.4009524402,-136642.4325869947,11,9,8,13,2,4,443,136983674.79775313,8216.67433082317,136975458.12342232,137075458.12342232,0.058884370595066696
19,2025-08-26,bull,58,35,23,15127703.544883778,1043.8454526164123,15126659.699431162,280.24526872577104,4877819.827961192,-118948.1157306578,7,17,11,8,8,6,478,152111378.3426369,9260.519783439584,152102117.82285348,152202117.82285348,0.11035279331921811
20,2025-08-27,bull,30,21,9,7602804.268766579,238.57057814112198,7602565.698188438,260.2157363735042,2313950.959188186,-96003.50607431658,10,8,3,6,2,3,499,159714182.6114035,9499.090361580706,159704683.5210419,159804683.5210419,0.049950459342733906
21,2025-08-28,bull,45,29,16,4179066.7187505458,665.0284240464317,4178401.6903264993,132.42149297416256,1040701.4544670233,-120065.33707306432,12,10,7,12,3,4,528,163893249.33015403,10164.118785627137,163883085.2113684,163983085.2113684,0.02614692885253465
22,2025-08-29,bull,36,24,12,5756341.705050706,681.2780627389561,5755660.4269879665,186.67372350574692,1605338.3191636582,-170679.59845739556,11,5,8,10,5,4,552,169649591.03520474,10845.396848366094,169638745.6383564,169738745.6383564,0.035099110494043476
23,2025-08-30,bull,35,24,11,10516092.476100633,573.3194046243484,10515519.156696009,300.0628132654522,4752119.778678948,-121688.41614360388,14,4,6,9,3,3,576,180165683.51130536,11418.716252990442,180154264.7950524,180254264.7950524,0.0619512010481111
24,2025-08-31,bull,47,28,19,8991338.589005733,490.9785104014024,8990847.61049533,242.73295124672313,1130922.1248983433,-75893.46317215037,9,13,6,11,5,5,604,189157022.1003111,11909.694763391844,189145112.40554774,189245112.40554774,0.04987869563429109
25,2025-09-01,bull,26,12,14,4248481.823510478,499.8742714022733,4247981.949239076,291.5417261925206,788270.6740059237,-117205.12648340395,3,6,3,3,3,0,616,193405503.92382157,12409.569034794118,193393094.3547868,193493094.3547868,0.022446983677632596
26,2025-09-02,bull,57,36,21,17624478.09875573,758.4358422684095,17623719.66291346,427.8300775013991,2914158.8733464926,-137582.9942329229,12,16,8,8,7,5,652,211029982.0225773,13168.004877062527,211016814.01770028,211116814.01770028,0.09108190512783264
27,2025-09-03,bull,50,33,17,8946269.377929386,593.4343904734894,8945675.943538912,188.64549406945093,1296463.3935653388,-92490.49531680597,17,12,4,16,4,5,685,219976251.40050668,13761.439267536016,219962489.9612392,220062489.9612392,0.042373109812034654
28,2025-09-04,bull,27,14,13,7286070.277979945,299.00633539150573,7285771.271644553,451.8696296179204,1854053.3305903836,-70787.43657186284,6,6,2,5,3,3,699,227262321.67848662,14060.445602927522,227248261.23288375,227348261.23288375,0.033107738047169405
29,2025-09-05,bull,41,28,13,6300562.379387617,619.6240059994607,6299942.755381618,181.40633548825642,1167218.5764426782,-115312.1929815055,13,9,6,4,8,2,727,233562884.05787423,14680.069608926984,233548203.98826537,233648203.98826537,0.02771053854213683
30,2025-09-06,bull,38,22,16,10455331.925627075,548.3474473460979,10454783.578179728,580.6948455073917,3317835.650642758,-60463.732707570714,7,12,3,9,8,2,749,244018215.98350132,15228.417056273081,244002987.56644508,244102987.56644508,0.04474583326437555
31,2025-09-07,bull,56,40,16,7505852.428905228,754.5343546053705,7505097.894550622,204.6930932191947,2180436.819388724,-148953.89168077792,11,16,13,18,8,11,789,251524068.41240653,15982.951410878451,251508085.4609957,251608085.4609957,0.03074562081100186
32,2025-09-08,bull,37,25,12,3439694.9314562483,242.35729825130716,3439452.574157997,130.92148124259785,605543.634436542,-160860.86645908278,8,14,3,11,3,7,814,254963763.34386277,16225.308709129758,254947538.0351537,255047538.0351537,0.013669880949398906
33,2025-09-09,bull,51,27,24,4613170.3660336,813.7618857834331,4612356.604147816,127.00829328889125,1171866.5656007952,-162014.42917977518,13,12,2,7,2,7,841,259576933.7098964,17039.07059491319,259559894.6393015,259659894.6393015,0.01808430161561523
34,2025-09-10,bull,44,28,16,6721892.7748594815,860.7684561383087,6721032.006403343,190.14202502934072,1468305.5770199404,-123733.09027327145,12,9,7,9,7,4,869,266298826.48475587,17899.839051051502,266280926.64570487,266380926.64570487,0.0258839818745966
35,2025-09-11,bull,54,35,19,4975732.39137284,668.3148170151583,4975064.076555825,119.88371719226382,1065036.2896292661,-108397.64098175883,16,16,3,13,5,4,904,271274558.87612873,18568.15386806666,271255990.7222607,271355990.7222607,0.018676502628030944
36,2025-09-12,bull,44,24,20,7238418.073797059,760.4029514421925,7237657.670845617,290.3769390503732,3805532.645670789,-148856.64627306143,8,10,6,5,2,7,928,278512976.9499258,19328.556819508853,278493648.39310634,278593648.39310634,0.0266721867889533
37,2025-09-13,bull,29,20,9,5005198.3084703125,212.91202713875919,5004985.396443173,179.6746596571067,1583500.9124914177,-147214.47078438132,8,8,4,6,5,4,948,283518175.2583961,19541.46884664761,283498633.7895495,283598633.7895495,0.017965181278580145
38,2025-09-14,bull,45,27,18,12052083.407515982,693.19912786122,12051390.208388122,345.57889515338854,3154409.4593949905,-130179.71605756134,11,12,4,12,6,5,975,295570258.6659121,20234.66797450883,295550023.9979377,295650023.9979377,0.04249452843743639
39,2025-09-15,bull,58,30,28,5216538.030924264,600.850338692851,5215937.180585572,165.74014778344525,1111906.641969489,-140400.65198753506,17,5,8,14,4,7,1005,300786796.69683635,20835.51831320168,300765961.17852324,300865961.17852324,0.01764226875429564
40,2025-09-16,bull,45,27,18,3631609.207183623,531.5710443104189,3631077.6361393128,130.39063030727644,1602079.42200478,-164564.38371157474,14,8,5,7,3,6,1032,304418405.90401995,21367.089357512097,304397038.8146626,304497038.8146626,0.012068755208851159
41,2025-09-17,bull,33,17,16,1275961.8315090605,718.498785041938,1275243.3327240185,74.61935808710734,354864.59139843343,-129012.69025796618,5,5,7,7,1,2,1049,305694367.735529,22085.588142554036,305672282.1473866,305772282.1473866,0.004188031968022578
42,2025-09-18,bull,34,19,15,8532969.005738344,357.93152753217225,8532611.074210811,279.60779947549855,1429096.3331351846,-96607.65955726446,9,6,4,5,4,1,1068,314227336.7412673,22443.519670086207,314204893.22159743,314304893.22159743,0.02790511623319072
43,2025-09-19,bull,54,32,22,6338941.471759473,685.7716889301774,6338255.700070543,161.7032394103983,1274260.0246294506,-173537.07932486,14,10,8,10,3,6,1100,320566278.2130268,23129.291359016384,320543148.921668,320643148.921668,0.02016594662305121
44,2025-09-20,bull,62,34,28,9708345.131016104,749.308015831843,9707595.82300027,269.92267956791346,1296285.9995599396,-135621.07036819638,15,13,6,10,5,3,1134,330274623.3440429,23878.59937484823,330250744.74466825,330350744.74466825,0.0302753882490463
45,2025-09-21,bull,27,17,10,7926200.160421668,293.25165347745593,7925906.90876819,320.4931922833327,3512041.6813583267,-84887.93576823936,7,6,4,9,1,4,1151,338200823.50446457,24171.851028325684,338176651.6534364,338276651.6534364,0.023992399093558003
46,2025-09-22,bull,34,21,13,7493256.719079586,586.0394856421348,7492670.679593944,253.55148173852047,2553676.0002307286,-77512.37802177192,6,9,6,9,2,3,1172,345694080.2235442,24757.890513967817,345669322.33303034,345769322.33303034,0.02214953542602215
47,2025-09-23,bull,21,14,7,3335483.8090126547,383.2853770444779,3335100.52363561,153.76363671815292,1215562.7699730785,-68683.88433519915,4,8,2,5,2,2,1186,349029564.03255683,25141.175891012295,349004422.85666597,349104422.85666597,0.009645449460734352
48,2025-09-24,bull,23,11,12,3575532.669304047,331.2179742553626,3575201.4513297915,235.80752005164894,2660848.1697416278,-162031.98665172944,3,6,2,3,1,2,1197,352605096.7018609,25472.39386526766,352579624.30799574,352679624.30799574,0.010241066045724905
49,2025-09-25,bull,38,20,18,3425154.0773161473,423.51799703942163,3424730.559319108,138.3764176831066,960122.7354466044,-130921.87659584165,7,7,6,10,3,2,1217,356030250.77917707,25895.91186230708,356004354.8673148,356104354.8673148,0.009710599431534737
50,2025-09-26,bull,30,22,8,8401787.318918066,513.9555742198094,8401273.363343846,265.6758005833445,3399131.7764744437,-152605.23453119633,12,7,3,11,2,7,1239,364432038.0980951,26409.86743652689,364405628.23065865,364505628.23065865,0.023592166870506758
51,2025-09-27,bull,59,35,24,7524743.630829547,1302.905460611747,7523440.725368935,162.3349418405376,1630629.9578455829,-133261.94675278364,15,13,7,16,6,11,1274,371956781.7289247,27712.772897138635,371929068.95602757,372029068.95602757,0.02064012224417043
52,2025-09-28,bull,21,13,8,1216608.2834595158,466.31125207906933,1216141.9722074368,65.85065358840164,751469.2594056291,-154412.00438672566,5,6,2,4,1,4,1287,373173390.01238424,28179.084149217706,373145210.928235,373245210.928235,0.003268943407084085
53,2025-09-29,bull,21,11,10,3554904.4222119707,122.431361246457,3554781.9908507243,224.87306890825548,2261840.3695313325,-82460.71973714033,5,5,1,4,3,2,1298,376728294.4345962,28301.515510464164,376699992.91908574,376799992.91908574,0.009523985537577905
54,2025-09-30,bull,33,23,10,6467614.38811809,405.9681402729768,6467208.419977817,195.85236681325253,3039211.8023082186,-90229.8401685221,7,12,4,7,4,4,1321,383195908.82271427,28707.48365073714,383167201.3390636,383267201.3390636,0.0171635046218448
55,2025-10-01,bull,24,15,9,2708852.76013132,171.6149902118486,2708681.145141108,140.79336439599857,1431725.6249516765,-142155.13112540395,5,8,2,4,3,3,1336,385904761.58284557,28879.09864094899,385875882.4842047,385975882.4842047,0.007067343972240476
56,2025-10-02,bull,44,24,20,3431327.5370099763,326.30951593608455,3431001.22749404,114.67100687636507,560847.3005215673,-80225.03672069474,11,9,4,10,5,3,1360,389336089.1198555,29205.408156885074,389306883.7116988,389406883.7116988,0.008889159616428747
57,2025-10-03,bull,26,16,10,3747932.534501003,392.3453934022466,3747540.189107601,245.3845250296781,720354.5787194379,-107968.30201744536,10,3,3,8,1,2,1376,393084021.65435654,29597.75355028732,393054423.90080637,393154423.90080637,0.00962371325690824
58,2025-10-04,bull,25,15,10,4613722.895508331,293.1582476525367,4613429.737260679,275.85415709706126,2207627.415564836,-63928.653536221114,3,8,4,5,4,2,1391,397697744.5498649,29890.911797939858,397667853.63806707,397767853.63806707,0.011734396096798484
59,2025-10-05,bull,41,25,16,5280506.096506501,579.5507909386872,5279926.545715562,165.29057628922422,2324984.657245847,-108979.4634742122,8,13,4,5,6,6,1416,402978250.64637136,30470.462588878545,402947780.18378264,403047780.18378264,0.013273889524817709
60,2025-10-06,sideways,19,13,6,6674258.81690621,178.0396795837748,6674080.777226626,546.3772039514216,5158903.45034425,-171958.2064863158,4,4,5,1,2,2,1429,409652509.4632776,30648.502268462318,409621860.96100926,409721860.96100926,0.01655903122499115
61,2025-10-07,sideways,19,10,9,1213471.3539319667,246.93456881314813,1213224.4193631536,110.75722554971844,407126.58719679597,-120054.44581336703,4,4,2,4,1,2,1439,410865980.81720954,30895.436837275465,410835085.3803724,410935085.3803724,0.0029610927191376026
62,2025-10-08,sideways,21,10,11,5473444.083240444,347.47956914178957,5473096.603671302,472.51673286454945,2432513.6803016965,14620.02530704843,1,6,3,4,4,1,1449,416339424.90045,31242.916406417255,416308181.9840437,416408181.9840437,0.01331864033611357
63,2025-10-09,sideways,21,13,8,5596632.698833115,233.41647964638187,5596399.282353469,408.7644639007089,2669516.567901824,-156780.47704463205,3,4,6,5,2,3,1462,421936057.5992831,31476.332886063636,421904581.2663972,422004581.2663972,0.013439695770838424
64,2025-10-10,sideways,18,10,8,1875251.6985791677,221.465011821824,1875030.233567346,164.37252382532762,956394.8351261091,-123931.08409718573,4,4,2,3,3,2,1472,423811309.2978623,31697.79789788546,423779611.49996454,423879611.49996454,0.0044431513703963865
65,2025-10-11,sideways,19,12,7,4327756.437244957,234.82574607733903,4327521.61149888,266.539219180443,2932433.34631624,-122364.04923878386,5,1,6,5,0,4,1484,428139065.73510724,31932.623643962797,428107133.1114634,428207133.1114634,0.010209317679105314
66,2025-10-12,sideways,19,11,8,1215935.5091020323,151.06970189035067,1215784.4394001418,100.96374612445092,396555.5096644196,-125972.08378966292,3,5,3,3,0,0,1495,429355001.2442093,32083.69334585315,429322917.55086356,429422917.55086356,0.002839243780377825
67,2025-10-13,sideways,38,23,15,5618098.571626753,324.8038750527133,5617773.7677517,243.3059272162309,1405837.1299736917,-139540.57590911692,12,9,2,5,3,3,1518,434973099.8158361,32408.49722090586,434940691.31861526,435040691.31861526,0.013082147081929542
68,2025-10-14,sideways,41,25,16,6898714.82225636,476.4790320310492,6898238.343224329,266.98202660056796,1623466.9281840527,-135405.83008768602,8,14,3,8,3,6,1543,441871814.63809246,32884.97625293691,441838929.6618396,441938929.6618396,0.015856535907746144
69,2025-10-15,sideways,23,13,10,7218126.294918442,310.9893245058952,7217815.305593937,323.2947894072698,4188437.957638626,-117274.42612458265,6,5,2,5,4,3,1556,449089940.9330109,33195.9655774428,449056744.9674335,449156744.9674335,0.016332155465726507
70,2025-10-16,sideways,34,18,16,3717518.6086208774,378.4355473223417,3717140.173073555,154.3211095168175,683182.1220969289,-145051.72214935513,7,6,5,7,1,3,1574,452807459.54163176,33574.40112476514,452773885.14050704,452873885.14050704,0.008275819554581261
71,2025-10-17,sideways,42,29,13,5587842.174044797,396.9479417513796,5587445.226103046,163.10457300315846,1313143.94114758,-167734.6655528399,17,7,5,10,5,5,1603,458395301.71567655,33971.34906651652,458361330.3666101,458461330.3666101,0.012337750993015428
72,2025-10-18,sideways,42,28,14,9547042.590015963,366.72716264585597,9546675.862853317,243.98148995473542,5868307.1035957355,-158339.72692094708,13,8,7,10,4,5,1631,467942344.3056925,34338.076229162376,467908006.2294634,468008006.2294634,0.02082329572969499
73,2025-10-19,sideways,34,21,13,4873124.114085764,378.11132345299905,4872746.002762311,228.2917943786378,1221757.1637559799,-121049.02943694578,8,10,3,5,4,4,1652,472815468.4197782,34716.187552615374,472780752.2322257,472880752.2322257,0.010411672317360343
74,2025-10-20,sideways,24,15,9,4939950.440820816,393.4516827285899,4939556.989138087,240.8456133493645,3126398.3068461,-92931.6321152729,2,8,5,4,5,3,1667,477755418.86059904,35109.639235343966,477720309.2213638,477820309.2213638,0.0104456714844514
75,2025-10-21,sideways,22,15,7,4893546.891220408,319.3679220092971,4893227.523298399,283.77118711164616,1678843.6887589789,-124221.83807236991,6,5,4,7,4,0,1682,482648965.75181943,35429.00715735326,482613536.74466217,482713536.74466217,0.0102407273798642
76,2025-10-22,sideways,21,10,11,1491538.8672190357,211.72088855219363,1491327.1463304835,104.70982696199644,606831.8317129064,-68613.53765634043,7,1,2,0,3,1,1692,484140504.61903846,35640.72804590545,484104863.89099264,484204863.89099264,0.003089466179854287
77,2025-10-23,sideways,38,24,14,7523910.723861341,522.1184740387014,7523388.605387303,232.70290526958783,2397462.9979871097,-72674.79873092653,11,8,5,7,5,5,1716,491664415.3428998,36162.846519944156,491628252.49638,491728252.49638,0.01553761468839978
78,2025-10-24,sideways,24,12,12,3124524.854838396,518.3124092875196,3124006.5424291086,181.8440354780504,1096074.9292013084,-132202.7483163521,5,5,2,6,4,3,1728,494788940.1977382,36681.15892923168,494752259.03880906,494852259.03880906,0.006353115824785982
79,2025-10-25,sideways,32,20,12,3954735.4946878674,523.7662873115652,3954211.728400556,147.10764561750585,1457726.6087153575,-122287.24121707822,12,7,1,7,2,5,1748,498743675.692426,37204.92521654324,498706470.7672096,498806470.7672096,0.007990691476444173
80,2025-10-26,sideways,43,28,15,7067095.089876235,771.2187971104373,7066323.871079125,194.66347574934665,1380424.4071188914,-104441.02473500118,9,14,5,13,3,7,1776,505810770.78230226,37976.14401365368,505772794.63828874,505872794.63828874,0.01416646391978532
81,2025-10-27,sideways,43,27,16,6418090.560720967,456.4131047115504,6417634.147616256,218.069582954984,1747104.735010515,-145702.5302965231,11,9,7,8,3,6,1803,512228861.34302324,38432.55711836523,512190428.785905,512290428.785905,0.012686260687738742
82,2025-10-28,sideways,18,7,11,1486752.707716238,284.8706678748539,1486467.8370483632,210.59508896187194,1328774.5712917387,-163758.89020981535,3,4,0,1,1,0,1810,513715614.05073947,38717.427786240085,513676896.62295336,513776896.62295336,0.00290161157328509
83,2025-10-29,sideways,30,12,18,1937494.1692048558,343.56444939185633,1937150.604755464,148.65279067583182,434438.1332363022,-101418.77826605312,7,4,1,3,4,4,1822,515653108.2199443,39060.992235631944,515614047.2277088,515714047.2277088,0.0037704120552876576
84,2025-10-30,sideways,32,21,11,5337929.086613876,294.4922901812027,5337634.594323695,188.24792064253498,2946604.955337186,-155788.97728482133,11,5,5,8,2,3,1843,520991037.3065582,39355.484525813146,520951681.8220325,521051681.8220325,0.010349988764155015
85,2025-10-31,sideways,23,14,9,1613310.9228880387,227.52164151703752,1613083.4012465216,204.8738141721508,1006848.4892123187,-160286.38237321912,5,6,3,6,0,1,1857,522604348.22944623,39583.00616733018,522564765.22327906,522664765.22327906,0.0030958222716138883
86,2025-11-01,sideways,44,25,19,4606598.43966991,750.9917332839647,4605847.447936626,148.41408010083546,1227768.28705357,-158528.54036186228,8,14,3,10,5,3,1882,527210946.66911614,40333.997900614144,527170612.6712157,527270612.6712157,0.008812240186056999
87,2025-11-02,sideways,35,23,12,8282405.40059955,220.33539142466879,8282185.065208126,296.9953899240355,1971330.4699598674,-50534.837866772345,10,9,4,7,5,0,1905,535493352.0697157,40554.33329203881,535452797.73642385,535552797.73642385,0.015707655359834278
88,2025-11-03,sideways,41,24,17,9987166.532246372,405.4344099162138,9986761.097836455,351.4945154258683,2538161.9657056704,-167748.00251839342,9,8,7,11,2,5,1929,545480518.6019621,40959.767701955025,545439558.8342603,545539558.8342603,0.018647575253171417
89,2025-11-04,sideways,16,6,10,1046981.3199753705,251.92571171763987,1046729.3942636529,155.21837425323747,317486.86581302935,-37314.855783467676,1,4,1,1,0,0,1935,546527499.9219375,41211.69341367266,546486288.228524,546586288.228524,0.0019187048442469749
90,2025-11-05,bear,29,15,14,5446875.04023488,386.5497679431427,5446488.4904669365,242.57853885646264,1507997.773727836,-95763.12139942229,7,3,5,3,0,4,1950,551974374.9621724,41598.243181615806,551932776.7189909,552032776.7189909,0.009964553827573877
91,2025-11-06,bear,20,10,10,1917444.8281547688,246.0886265991143,1917198.7395281696,234.37515186709547,632162.0338196318,-55560.22153251065,5,5,0,5,2,2,1960,553891819.7903272,41844.33180821492,553849975.4585191,553949975.4585191,0.003472979903336625
