day,date,market_phase,total_routes,successful_routes,failed_routes,gross_profit,gas_costs,net_profit,avg_roi,best_route_profit,worst_route_profit,routes_2hop,routes_3hop,routes_4hop,routes_crosschain,mev_frontrun,mev_backrun,cumulative_routes,cumulative_profit,cumulative_gas,cumulative_net_profit,current_capital,daily_return
32,2025-09-08,sideways,31,18,13,2755128.7235168912,406.9217101703013,2754721.801806721,152.9700410330773,884287.5776439708,-165565.86900224278,11,5,2,10,1,2,870,239236891.6728698,16327.234170183718,239220564.4386996,239320564.4386996,0.011644630395923087
33,2025-09-09,sideways,40,19,21,1561048.8332716157,722.9443436092096,1560325.8889280064,55.26482546917238,430599.79619453364,-110454.32047830154,7,9,3,6,3,4,889,240797940.50614142,17050.178513792926,240780890.3276276,240880890.3276276,0.006519815347200026
34,2025-09-10,sideways,35,23,12,6434255.793957641,402.04276957196276,6433853.75118807,252.91020223864615,1725974.2870169997,-156248.31895020345,6,10,7,11,1,7,912,247232196.30009907,17452.22128336489,247214744.07881567,247314744.07881567,0.02670968935077099
35,2025-09-11,sideways,18,15,3,3008342.248996321,210.73801343481068,3008131.5109828864,168.66580213571768,662337.5926258323,-150886.6125770012,7,4,4,2,4,1,927,250240538.5490954,17662.959296799698,250222875.58979857,250322875.58979857,0.012163170951199892
36,2025-09-12,sideways,33,17,16,3332396.2523246966,418.1225334374475,3331978.1297912593,116.06511415056374,1001738.931598064,-159784.78671624584,8,5,4,3,4,2,944,253572934.8014201,18081.081830237144,253554853.71958983,253654853.71958983,0.013310721690698921
37,2025-09-13,sideways,35,20,15,6336811.222392618,351.60588178618013,6336459.616510832,264.23315820866446,2370209.485171595,-129495.67824642395,10,9,1,7,4,1,964,259909746.0238127,18432.687712023326,259891313.33610067,259991313.33610067,0.02498063618177658
38,2025-09-14,sideways,37,25,12,3126849.1592391254,518.100725270306,3126331.058513855,110.39458415064455,594879.1233333248,-152677.7688857892,11,11,3,8,3,6,989,263036595.18305182,18950.78843729363,263017644.39461452,263117644.39461452,0.012024751974972056
39,2025-09-15,sideways,42,26,16,8951738.683171405,453.4878714127996,8951285.195299992,267.9757772628481,2691400.817057374,-153511.96717271119,11,7,8,10,5,4,1015,271988333.8662232,19404.27630870643,271968929.5899145,272068929.5899145,0.034020087158712825
40,2025-09-16,sideways,30,18,12,7164835.291908911,433.29170502754397,7164402.000203884,246.728184744928,3043888.618074056,-74441.54705359864,10,5,3,3,1,4,1033,279153169.15813214,19837.568013733973,279133331.5901184,279233331.5901184,0.02633303997998846
41,2025-09-17,sideways,38,20,18,5572469.694802172,308.755774905564,5572160.939027266,209.8678321075226,2233778.8586669466,-93274.0644915614,7,9,4,9,2,3,1053,284725638.8529343,20146.323788639536,284705492.52914566,284805492.52914566,0.019955214183407517
42,2025-09-18,sideways,28,18,10,3428649.3995995573,205.4403571121965,3428443.959242445,208.7596882856975,847479.9498165149,-64036.947577197476,11,4,3,4,4,0,1071,288154288.25253385,20351.76414575173,288133936.4883881,288233936.4883881,0.012037843542963252
43,2025-09-19,sideways,30,16,14,3693579.4681497575,244.33601159084157,3693335.1321381666,192.2307795642062,825930.8976897732,-88567.18012893638,6,6,4,5,2,4,1087,291847867.72068363,20596.10015734257,291827271.6205263,291927271.6205263,0.012813672037147358
44,2025-09-20,sideways,36,20,16,3418294.1187758544,515.7020242856672,3417778.4167515687,140.35113233735635,863938.566056792,-166731.9902073943,9,9,2,5,4,5,1107,295266161.8394595,21111.802181628238,295245050.0372779,295345050.0372779,0.011707636623940735
45,2025-09-21,sideways,44,26,18,7787623.919736013,498.3929429857419,7787125.526793027,208.56806916949301,2322951.9808012657,-123447.48719358681,10,10,6,8,6,2,1133,303053785.7591955,21610.19512461398,303032175.5640709,303132175.5640709,0.026366196168888394
46,2025-09-22,sideways,18,14,4,2852154.6264982694,190.91010547244946,2851963.716392797,172.37908431194703,1361949.9323126788,-166691.54360357695,5,6,3,3,2,1,1147,305905940.3856938,21801.10523008643,305884139.2804637,305984139.2804637,0.009408317381966593
47,2025-09-23,sideways,25,18,7,6879096.208447366,196.1429997783067,6878900.0654475875,271.4792194300387,4303967.144511976,-159285.99339620984,8,5,5,9,5,1,1165,312785036.5941411,21997.248229864734,312763039.34591126,312863039.34591126,0.02248123082988435
48,2025-09-24,sideways,26,16,10,5152802.5983425565,413.1551743919815,5152389.443168164,277.57153954822115,1530095.1463219123,-71056.24196572731,5,6,5,4,1,4,1181,317937839.19248366,22410.403404256715,317915428.7890794,318015428.7890794,0.016468514318406017
49,2025-09-25,sideways,37,30,7,16351623.95608642,529.9151361672609,16351094.040950252,381.7926084872976,7407754.625243439,-89989.99770260324,10,14,6,9,3,7,1211,334289463.14857006,22940.318540423974,334266522.83002967,334366522.83002967,0.05141604010601307
50,2025-09-26,sideways,23,13,10,1429545.2279159944,230.3416760835651,1429314.8862399107,92.78744838872674,635787.5291396113,-67421.33273963854,4,5,4,5,4,1,1224,335719008.37648606,23170.66021650754,335695837.71626955,335795837.71626955,0.0042746949489512204
51,2025-09-27,sideways,20,13,7,3963236.3333091363,138.41874580335536,3963097.914563333,213.00506699287206,1510972.2348132902,-4499.190841441837,9,4,0,5,3,3,1237,339682244.7097952,23309.078962310894,339658935.6308329,339758935.6308329,0.011802105533874872
52,2025-09-28,sideways,27,13,14,8146994.320429931,389.11319998774866,8146605.207229944,354.0317547501664,6916144.709194849,-75508.69715052145,4,6,3,3,3,4,1250,347829239.0302251,23698.19216229864,347805540.8380629,347905540.8380629,0.023977603980022136
53,2025-09-29,sideways,30,19,11,3574004.6518883966,472.2646355760258,3573532.3872528207,175.27883919922934,922222.7674912267,-130534.39781714384,8,7,4,5,0,1,1269,351403243.68211347,24170.456797874667,351379073.2253157,351479073.2253157,0.01027155928199536
54,2025-09-30,sideways,18,10,8,1043233.3332567582,228.97132199011378,1043004.361934768,117.30235750265683,598884.0243034326,-174148.7551465685,6,4,0,4,3,3,1279,352446477.01537025,24399.42811986478,352422077.5872505,352522077.5872505,0.0029674721523638196
55,2025-10-01,sideways,38,23,15,6823129.3406111775,356.6991526638076,6822772.641458514,232.26111072242185,1991745.410917706,-121868.55095579117,9,8,6,6,0,3,1302,359269606.3559814,24756.12727252859,359244850.228709,359344850.228709,0.019354171200156544
56,2025-10-02,sideways,35,24,11,2228595.9428548217,582.3647392767857,2228013.5781155447,72.98967925134913,748506.9199373138,-153952.85204408542,11,7,6,9,4,4,1326,361498202.29883623,25338.492011805374,361472863.8068245,361572863.8068245,0.006200210123221471
57,2025-10-03,sideways,38,27,11,3311355.67617503,432.40230047523215,3310923.273874555,95.61105034983235,937485.090171992,-184074.1119692898,8,13,6,11,5,4,1353,364809557.9750113,25770.894312280605,364783787.0806991,364883787.0806991,0.009157001548776246
58,2025-10-04,sideways,26,21,5,1823328.5016196005,381.06373678215294,1822947.4378828183,76.24944449085235,787212.4226707214,-162818.24591648547,9,6,6,9,3,3,1374,366632886.47663087,26151.95804906276,366606734.5185819,366706734.5185819,0.004995967215938943
59,2025-10-05,sideways,22,17,5,2810484.9892858355,265.9209873652478,2810219.06829847,127.93730743931201,832562.1460314278,-147974.25905414647,6,7,4,7,1,2,1391,369443371.4659167,26417.879036428007,369416953.5868804,369516953.5868804,0.00766339639763575
60,2025-10-06,bull,39,26,13,5861522.695497984,657.076889998367,5860865.618607986,233.59249715030475,1146224.755288033,-166694.77511313613,8,11,7,12,5,2,1417,375304894.1614147,27074.955926426373,375277819.2054884,375377819.2054884,0.015860884221189017
61,2025-10-07,bull,41,25,16,15590845.183059053,437.36705251632,15590407.816006538,449.2153647161023,3154926.1714024288,-75530.83589250049,10,11,4,14,3,2,1442,390895739.3444737,27512.322978942695,390868227.0214949,390968227.0214949,0.04153257602967765
62,2025-10-08,bull,52,38,14,12896091.631980985,938.4768492557415,12895153.15513173,278.5118873932929,2625592.6928325263,-64009.86567134642,17,12,9,18,6,7,1480,403791830.97645473,28450.799828198436,403763380.1766267,403863380.1766267,0.03298261153692873
63,2025-10-09,bull,61,38,23,4445234.898724582,728.3809890865846,4444506.517735495,105.21756162258396,1230515.830010644,-180657.89279908774,14,14,10,11,4,8,1518,408237065.8751793,29179.18081728502,408207886.69436216,408307886.69436216,0.011004975285928927
64,2025-10-10,bull,24,11,13,4201120.2563582435,185.83671783668075,4200934.419640407,288.53108225062164,2156347.0701079015,-65796.23998229881,5,4,2,4,2,2,1529,412438186.13153756,29365.017535121704,412408821.1140026,412508821.1140026,0.01028864383113179
65,2025-10-11,bull,47,27,20,6750641.01562121,632.4193245779516,6750008.596296633,199.0805798241368,1284492.3662470467,-113361.97353272652,10,10,7,8,2,6,1556,419188827.14715874,29997.436859699657,419158829.7102992,419258829.7102992,0.01636330728169125
66,2025-10-12,bull,45,23,22,8125466.7528384775,525.3368489156132,8124941.415989562,325.61718083614414,1530122.2005767326,-123227.59836706388,6,9,8,9,3,8,1579,427314293.89999723,30522.77370861527,427283771.1262888,427383771.1262888,0.01937929708386526
67,2025-10-13,bull,25,16,9,5597406.939129866,438.08314940687836,5596968.855980459,250.7617208057963,2137727.7764621894,-130848.15562517695,6,10,0,8,1,0,1595,432911700.8391271,30960.856858022147,432880739.9822692,432980739.9822692,0.013095885323934294
68,2025-10-14,bull,40,28,12,6232378.710793887,554.0343919937027,6231824.676401894,225.15813350127343,1866795.720318792,-103676.15511610944,10,12,6,8,4,3,1623,439144079.54992104,31514.89125001585,439112564.65867114,439212564.65867114,0.014392844995038555
69,2025-10-15,bull,50,26,24,8019250.008605099,530.9381133720293,8018719.070491727,210.10871418069235,4342434.443475958,-124034.46348768339,12,8,6,12,4,7,1649,447163329.55852616,32045.829363387882,447131283.7291629,447231283.7291629,0.01825703478388279
70,2025-10-16,bull,37,24,13,9436019.989563856,538.0806633437121,9435481.908900512,362.8885500697468,1875806.5035457062,-135812.64115985634,15,6,3,11,5,6,1673,456599349.54809004,32583.910026731595,456566765.6380634,456666765.6380634,0.021097544496942015
71,2025-10-17,bull,39,25,14,8742608.707788708,595.3253191583343,8742013.38246955,323.2725468134928,2816698.817176745,-160461.14348377968,10,9,6,11,6,3,1698,465341958.25587875,33179.23534588993,465308779.0205329,465408779.0205329,0.019143090849309003
72,2025-10-18,bull,34,21,13,2126234.221393562,285.3886416546691,2125948.8327519074,78.99501249103713,1080349.2462619795,-140563.14869744843,11,5,5,7,4,1,1719,467468192.47727233,33464.6239875446,467434727.85328484,467534727.85328484,0.0045679173418817585
73,2025-10-19,bull,49,24,25,8691990.326042442,599.6727220460488,8691390.653320396,278.05245862938693,4389376.9769426,-88527.98193093606,12,8,4,6,8,4,1743,476160182.80331475,34064.29670959064,476126118.5066052,476226118.5066052,0.018589829023455573
74,2025-10-20,bull,35,19,16,4843283.487232394,503.2084276046049,4842780.278804789,233.5618013129522,1213119.4661034564,-138753.20539691777,10,6,3,4,3,5,1762,481003466.29054713,34567.50513719525,480968898.78541,481068898.78541,0.010169077441596938
75,2025-10-21,bull,23,15,8,2655401.0855812817,226.00509935901283,2655175.0804819227,173.2220539170899,976943.5209633658,-142485.32886802917,6,7,2,4,2,5,1777,483658867.37612844,34793.51023655426,483624073.86589193,483724073.86589193,0.005519323920514584
76,2025-10-22,bull,29,13,16,5329458.331501204,635.4482792841314,5328822.88322192,358.9464877074502,1833952.6760261075,-145744.0673303616,3,6,4,6,2,2,1790,488988325.7076296,35428.95851583839,488952896.74911386,489052896.74911386,0.011016244944425253
77,2025-10-23,bull,27,15,12,7723324.109926419,415.0759949115266,7722909.033931508,446.8610551535666,3001711.232492105,-161953.08681537537,5,6,4,5,3,2,1805,496711649.817556,35844.034510749916,496675805.78304535,496775805.78304535,0.015791561782514892
78,2025-10-24,bull,40,23,17,4235564.214190912,379.35101015400676,4235184.863180758,163.0431918197565,1525372.5404975621,-133825.26526981054,14,5,4,7,5,2,1828,500947214.0317469,36223.385520903925,500910990.6462261,501010990.6462261,0.008525344458965805
79,2025-10-25,bull,52,32,20,1027996.2375253508,525.1238022746538,1027471.1137230761,22.162698178098527,900248.8429539746,-153311.37126323403,13,15,4,11,7,7,1860,501975210.26927227,36748.50932317858,501938461.7599492,502038461.7599492,0.00205079555719486
80,2025-10-26,bull,22,18,4,503379.93554545566,341.13851566162896,503038.797029794,36.07891768398339,604289.7399150423,-174521.57647666123,4,7,7,6,3,4,1878,502478590.2048177,37089.64783884021,502441500.556979,502541500.556979,0.0010019925470776442
81,2025-10-27,bull,35,24,11,6112057.9378467295,237.54563037024906,6111820.392216359,184.24411257342285,2806997.196356475,-168013.9843301013,4,15,5,8,5,4,1902,508590648.14266443,37327.19346921046,508553320.9491954,508653320.9491954,0.012161822228497507
82,2025-10-28,bull,55,29,26,5051645.008892457,535.3596957257179,5051109.649196731,180.71138091945983,1098877.5629093754,-108229.1376690088,12,10,7,8,5,2,1931,513642293.1515569,37862.55316493618,513604430.5983921,513704430.5983921,0.009930358146037228
83,2025-10-29,bull,33,23,10,6468342.902722675,499.37542947940466,6467843.527293196,224.6572330147909,2030217.6394114504,-35622.65510760345,12,10,1,9,5,1,1954,520110636.05427957,38361.928594415585,520072274.12568533,520172274.12568533,0.012590593232297187
84,2025-10-30,bull,38,23,15,4611972.97275079,357.9778860612006,4611614.994864729,181.40722771736765,1279812.2393270887,-113016.12871805596,10,6,7,9,5,6,1977,524722609.02703035,38719.906480476784,524683889.12055004,524783889.12055004,0.008865553248903956
85,2025-10-31,bull,25,13,12,3073828.8114353176,274.74348726983055,3073554.067948048,150.7617815312853,1537918.5482720588,-66098.53446473418,6,6,1,3,1,3,1990,527796437.8384657,38994.64996774661,527757443.1884981,527857443.1884981,0.005856799592492846
86,2025-11-01,bull,58,36,22,10907917.539730145,627.994286314036,10907289.545443831,215.80389867240956,1967602.776165982,-175758.30877278844,13,17,6,11,10,3,2026,538704355.3781959,39622.64425406065,538664732.7339419,538764732.7339419,0.02066332432400472
87,2025-11-02,bull,39,21,18,3880093.4005751787,394.1105876331664,3879699.2899875455,117.96271256617324,1038570.4843869992,-116164.98586462559,10,5,6,4,4,7,2047,542584448.778771,40016.754841693815,542544432.0239295,542644432.0239295,0.007201101063724334
88,2025-11-03,bull,35,17,18,2460363.923864533,300.53099878270245,2460063.3928657505,156.31004614192574,1025306.5348538266,-130436.7331861624,4,8,5,8,3,2,2064,545044812.7026355,40317.28584047652,545004495.4167953,545104495.4167953,0.004533472100119636
89,2025-11-04,bull,31,14,17,2183132.3728018044,377.90771080700216,2182754.4650909975,105.333555142515,1111944.1357646477,-118281.91601808718,7,5,2,4,2,2,2078,547227945.0754373,40695.193551283526,547187249.8818862,547287249.8818862,0.004004286303715089
90,2025-11-05,sideways,30,21,9,3770680.109507033,436.9574167215569,3770243.1520903115,112.93344862569501,1059934.9371866074,-127586.48665177992,9,10,2,11,4,5,2099,550998625.1849444,41132.15096800508,550957493.0339766,551057493.0339766,0.006888965808912948
91,2025-11-06,sideways,41,16,25,3797701.492586337,363.91897056651743,3797337.5736157703,193.8769738409329,2233994.9594917498,-171720.50971479548,5,11,0,6,1,1,2115,554796326.6775308,41496.0699385716,554754830.6075923,554854830.6075923,0.006891000706130745
