day,timestamp,route_id,route_path,hops,chains,dex_path,is_crosschain,mev_type,input_amount,output_amount,gross_profit,trading_fees,gas_cost,slippage_cost,total_price_impact,net_profit,roi_percent,success,simulation_passed,no_revert_protection,retry_attempted,execution_time_ms,liquidity_score,competition_level,amm_formula_used
1,2025-08-08 12:53:33,route_1_20,AAVE → WETH → AAVE,2,"optimism,optimism,optimism","Curve,PancakeSwap",False,none,107072.53811830225,107072.53811830225,0,502.2822533496243,1.6287475748807807,-526.4514037267456,2.33921943638377,-1.6287475748807807,0,False,False,True,False,2302.9796502247987,0.7419767362805838,0.3,constant_product
1,2025-08-08 12:53:33,route_1_21,AAVE → LINK → AAVE,2,"ethereum,ethereum,ethereum","Curve,SushiSwap",False,backrun,55291.92042342555,496190.1059025364,440898.18547911086,457.2050550240011,39.1169318192019,2594.8661832393013,5.744146969929489,437806.9973090284,791.8100763299632,True,True,True,False,1521.227479262147,0.911459092212063,0.3,constant_product
1,2025-08-08 12:53:33,route_1_22,DAI → LINK → DAI,2,"polygon,bsc,polygon","TraderJoe,UniswapV3",True,none,136694.37468849897,136694.37468849897,0,483.9867068084803,1.1196616621785918,-750.4924929306881,2.03995662187641,-1.1196616621785918,0,False,True,True,False,1934.475786450788,0.7367872292318118,0.3,constant_product
1,2025-08-08 12:53:33,route_1_23,WETH → DAI → WMATIC → WETH,3,"ethereum,ethereum,ethereum,ethereum","PancakeSwap,QuickSwap,SushiSwap",False,backrun,158219.74065994038,392935.41306459357,234715.6724046532,1227.5578122823163,61.27454008823392,1767.6939264883667,24.227552029575264,231659.14612579427,146.4160825694287,True,True,True,False,2941.9006688816853,0.7468786134396527,0.3,constant_product
1,2025-08-08 12:53:33,route_1_24,USDC → USDT → LINK → USDC,3,"ethereum,ethereum,ethereum,ethereum","TraderJoe,TraderJoe,SushiSwap",False,none,65774.44182574336,65774.44182574336,0,368.5010551158832,28.442294077064243,-1.2047688624003494,6.2799458203458975,-28.442294077064243,0,False,True,True,False,2228.85377171356,0.8214634599589417,0.3,constant_product
1,2025-08-08 12:53:33,route_1_25,LINK → AAVE → LINK,2,"optimism,bsc,optimism","UniswapV3,SushiSwap",True,backrun,58161.20487730265,38107.02249661623,-20054.18238068642,209.1942570664589,7.714528234720261,-108.9532618180584,1.9932302792272663,-20162.13790416954,-34.66595636507832,True,True,True,False,1707.697189993055,0.9567055402717989,0.3,constant_product
1,2025-08-08 12:53:33,route_1_26,DAI → WETH → DAI,2,"ethereum,optimism,ethereum","PancakeSwap,Balancer",True,none,55688.98378639219,120929.03104119291,65240.04725480072,490.40949044484034,58.32280935467272,405.3168352809038,4.883771218659047,64285.9981197203,115.43754931191404,True,True,True,False,2006.3350749566848,0.8787300096551074,0.3,constant_product
1,2025-08-08 12:53:33,route_1_27,WBTC → LINK → USDC → WBTC,3,"bsc,bsc,bsc,bsc","QuickSwap,Curve,AaveV3",False,none,160026.5641749131,323706.3470771746,163679.78290226148,1450.5607775967833,1.5626400588126668,1119.5554535231681,9.870885682204616,161108.1040310827,100.6758502013375,True,True,True,False,2552.6615065927726,0.8160087130664812,0.3,constant_product
1,2025-08-08 12:53:33,route_1_28,DAI → USDT → WMATIC → DAI,3,"arbitrum,arbitrum,arbitrum,arbitrum","TraderJoe,Compound,TraderJoe",False,none,117832.93168713344,117832.93168713344,0,456.25257986419655,3.0808960662925586,-728.8529445985793,9.602546202642035,-3.0808960662925586,0,False,False,True,False,2480.9047429496727,0.8032183446333709,0.3,constant_product
1,2025-08-08 12:53:33,route_1_29,WETH → WBTC → DAI → WMATIC → WETH,4,"polygon,arbitrum,optimism,polygon,polygon","QuickSwap,TraderJoe,SushiSwap,Balancer",True,none,175192.91619213257,175192.91619213257,0,3057.192725147231,1.804417239407863,471.229444320452,82.43165465477557,-1.804417239407863,0,False,True,True,True,2881.679899603716,0.9955620116061796,0.3,constant_product
1,2025-08-08 12:53:33,route_1_30,WETH → WBTC → WETH,2,"bsc,ethereum,bsc","QuickSwap,Compound",True,none,84591.90785082268,549107.1233047842,464515.2154539615,189.68428157597683,2.735244446120083,2653.9079786569655,4.088963241551612,461668.8879492824,545.7601083586302,True,True,True,False,2021.612022912985,0.9286714642784405,0.3,constant_product
1,2025-08-08 12:53:33,route_1_31,WETH → USDT → WETH,2,"arbitrum,bsc,arbitrum","Balancer,AaveV3",True,frontrun,182511.6544161673,182511.6544161673,0,532.6827508030644,7.497040174474719,-844.9737001448684,8.680970840171721,-7.497040174474719,0,False,False,True,False,2210.3982385648997,0.8427149204189559,0.3,constant_product
1,2025-08-08 12:53:33,route_1_32,WBTC → WMATIC → WBTC,2,"arbitrum,arbitrum,arbitrum","AaveV3,PancakeSwap",False,none,118520.66583058097,118520.66583058097,0,492.68580507756303,2.2699386365088694,1293.3011605767485,3.2897174164814147,-2.2699386365088694,0,False,True,True,True,1410.403116314802,0.7442418605595398,0.3,constant_product
1,2025-08-08 12:53:33,route_1_33,USDC → AAVE → USDC,2,"polygon,ethereum,polygon","PancakeSwap,QuickSwap",True,none,68915.20449659848,208669.3158063657,139754.1113097672,556.3032695992938,1.2692543960964724,789.4354011898516,3.709083743375583,138407.10338458198,200.83681735488935,True,True,True,False,2325.391065275037,0.9351254544204031,0.3,constant_product
1,2025-08-08 12:53:33,route_1_34,WBTC → USDT → DAI → WBTC,3,"bsc,bsc,bsc,bsc","UniswapV3,1inch,UniswapV3",False,none,115460.71867549936,42321.67048352769,-73139.04819197167,531.9017926113045,1.0507561759522028,-493.4008105628738,4.839255042271056,-73178.59993019605,-63.37965047304394,True,True,True,False,2802.387922070183,0.8253934488348544,0.3,constant_product
1,2025-08-08 12:53:33,route_1_35,WMATIC → LINK → WMATIC,2,"optimism,optimism,optimism","AaveV3,PancakeSwap",False,none,154296.6108481996,202699.52276372435,48402.911915524746,578.5749893756134,1.8625148906488098,331.84095698933714,5.1263083298020575,47490.63345426915,30.778792348842632,True,True,True,False,2078.665604056807,0.8144194349949792,0.3,constant_product
1,2025-08-08 12:53:33,route_1_36,WBTC → USDC → WBTC,2,"arbitrum,arbitrum,arbitrum","UniswapV3,Balancer",False,none,168405.61938499735,186977.90004704313,18572.280662045785,558.6996833438611,1.9712252076646506,104.33080343707243,5.77500702915642,17907.27895005719,10.63342126910789,True,True,True,False,1029.6828088845782,0.9382445250771904,0.3,constant_product
1,2025-08-08 12:53:33,route_1_37,AAVE → LINK → AAVE,2,"arbitrum,optimism,arbitrum","PancakeSwap,Compound",True,none,67953.62692659014,186954.14275442064,119000.5158278305,468.1148919170601,4.563644134451298,802.4134349980452,5.913318606931327,117725.42385678094,173.24376811256735,True,True,True,False,2451.5001256858263,0.8257059186541897,0.3,constant_product
1,2025-08-08 12:53:33,route_1_38,USDC → WBTC → USDT → USDC,3,"polygon,polygon,polygon,polygon","Compound,PancakeSwap,PancakeSwap",False,none,94351.0733362125,94351.0733362125,0,1597.5068477016275,0.7845290087197814,188.68685638250798,19.722819571370298,-0.7845290087197814,0,False,False,True,True,2432.6315548974903,0.8210558969845985,0.3,constant_product
1,2025-08-08 12:53:33,route_1_39,USDT → WMATIC → USDT,2,"optimism,optimism,optimism","Balancer,SushiSwap",False,none,117450.18942535104,117450.18942535104,0,625.777356532067,2.538831530280235,-95.75682215872136,12.510437936073684,-2.538831530280235,0,False,True,True,False,828.9489976212856,0.8124774465069171,0.3,constant_product
1,2025-08-08 12:53:33,route_1_40,USDC → DAI → AAVE → LINK → USDC,4,"polygon,polygon,polygon,polygon,polygon","QuickSwap,UniswapV3,PancakeSwap,AaveV3",False,none,80274.66038858681,80274.66038858681,0,144.74110006914026,0.7358908147538835,-434.8188780932208,3.3005609033254637,-0.7358908147538835,0,False,True,True,False,3296.554552128904,0.8749822319090753,0.3,constant_product
1,2025-08-08 12:53:33,route_1_41,DAI → WBTC → DAI,2,"polygon,polygon,polygon","AaveV3,TraderJoe",False,none,99508.58220577548,99508.58220577548,0,352.3278778136915,0.47000874445463087,-397.46421065372584,2.8044858606754826,-0.47000874445463087,0,False,False,True,False,814.9741211315506,0.9890434615515411,0.3,constant_product
1,2025-08-08 12:53:33,route_1_42,LINK → DAI → LINK,2,"ethereum,arbitrum,ethereum","UniswapV3,Curve",True,none,184948.96499445642,184948.96499445642,0,576.1478552611997,44.27574763372832,-994.4454419341826,7.972019330418213,-44.27574763372832,0,False,False,True,False,1128.6440366576653,0.8164228521314237,0.3,constant_product
1,2025-08-08 12:53:33,route_1_43,LINK → DAI → LINK,2,"arbitrum,arbitrum,arbitrum","AaveV3,QuickSwap",False,none,74405.91925206815,526811.7006907152,452405.7814386471,1237.2470959632408,1.6160383677701826,3207.733292096926,16.007088234033617,447959.1850122191,602.0477799550441,True,True,True,False,1194.3132980451778,0.7909610301848138,0.3,constant_product
1,2025-08-08 12:53:33,route_1_44,DAI → USDT → WBTC → DAI,3,"ethereum,ethereum,ethereum,ethereum","Curve,Balancer,AaveV3",False,none,190218.57301311477,190218.57301311477,0,3461.8789879843443,26.748094838489557,-81.1821897195039,41.48894407603213,-26.748094838489557,0,False,False,True,False,1961.0040540537595,0.71257618073336,0.3,constant_product
1,2025-08-08 12:53:33,route_1_45,DAI → WBTC → AAVE → DAI,3,"bsc,optimism,arbitrum,bsc","QuickSwap,TraderJoe,1inch",True,none,75485.63010543346,20794.564552898635,-54691.06555253483,294.76019885823104,3.042124855231618,-382.64612701880867,2.6677105250743067,-54606.22174922948,-72.33988995383496,True,True,True,False,2990.6274512702917,0.8003498411431595,0.3,constant_product
1,2025-08-08 12:53:33,route_1_46,USDT → USDC → USDT,2,"ethereum,arbitrum,ethereum","PancakeSwap,AaveV3",True,frontrun,181830.77744432635,181830.77744432635,0,149.75311233262812,65.03906264851385,-298.2046403498541,6.723615623917084,-65.03906264851385,0,False,False,True,False,1408.656332981731,0.8700975238867864,0.3,constant_product
1,2025-08-08 12:53:33,route_1_47,WETH → WMATIC → USDT → WETH,3,"arbitrum,arbitrum,arbitrum,arbitrum","Curve,Curve,Curve",False,none,186964.959816025,215442.89677841464,28477.93696238965,3474.2214887811833,3.4792274917270354,224.88168720294132,30.661799876341497,24775.354558913798,13.251335749379425,True,False,True,True,1973.8401184372758,0.7103301320599911,0.3,constant_product
1,2025-08-08 12:53:33,route_1_48,LINK → WETH → LINK,2,"polygon,ethereum,polygon","QuickSwap,SushiSwap",True,backrun,172140.31047601806,299689.412449651,127549.10197363293,2392.173174728751,1.784921363785184,846.2846010235986,13.425814607768416,124308.8592765168,72.2136836704701,True,True,True,False,1999.207775360886,0.8365028934515405,0.3,constant_product
1,2025-08-08 12:53:33,route_1_49,WMATIC → WETH → USDC → WBTC → WMATIC,4,"bsc,bsc,bsc,bsc,bsc","Curve,PancakeSwap,SushiSwap,QuickSwap",False,backrun,187553.9100787366,349659.2620646059,162105.3519858693,1781.9457522452299,2.948001855232313,854.8445257521381,24.01815262006641,159465.61370601668,85.02388120784673,True,True,True,False,2965.601834570022,0.9726611334666762,0.3,constant_product
1,2025-08-08 12:53:33,route_1_50,WMATIC → AAVE → WMATIC,2,"arbitrum,arbitrum,arbitrum","AaveV3,Balancer",False,none,102637.65886942521,110123.13490282363,7485.476033398416,325.03662133376895,2.061922517071282,59.352549782473886,3.871891085346771,7099.024939765101,6.9165889186896035,True,True,True,False,1533.4518771885837,0.7070971903769793,0.3,constant_product
1,2025-08-08 12:53:33,route_1_51,USDC → USDT → USDC,2,"ethereum,ethereum,ethereum","AaveV3,1inch",False,none,116387.10249993038,90810.63698549017,-25576.465514440206,281.4471072446588,31.412801939387652,-135.3173341635821,3.6296832871235,-25754.00808946067,-22.127888345253783,True,True,True,False,847.9689222596493,0.9709302812494426,0.3,constant_product
1,2025-08-08 12:53:33,route_1_52,USDC → AAVE → DAI → USDC,3,"polygon,polygon,polygon,polygon","Curve,Compound,SushiSwap",False,none,95479.23173222505,95479.23173222505,0,255.4257270423468,0.8275981674526374,-433.4628548356145,2.5769550686731435,-0.8275981674526374,0,False,True,True,False,2462.943993657685,0.8517910532810204,0.3,constant_product
1,2025-08-08 12:53:33,route_1_53,WETH → USDT → WETH,2,"arbitrum,arbitrum,arbitrum","AaveV3,QuickSwap",False,none,69201.44572950358,69201.44572950358,0,350.92072652660806,2.7340871802163518,-36.973146748351546,3.882480152542681,-2.7340871802163518,0,False,True,True,False,1672.1461322752632,0.743049070980089,0.3,constant_product
1,2025-08-08 12:53:33,route_1_54,DAI → WBTC → DAI,2,"optimism,optimism,optimism","Curve,1inch",False,none,99760.09417533604,99760.09417533604,0,415.3442731362179,2.56782174198494,-254.49534981439027,3.835049905317571,-2.56782174198494,0,False,True,True,False,1664.7609371295794,0.9579876920881074,0.3,constant_product
1,2025-08-08 12:53:33,route_1_55,WBTC → USDT → USDC → WBTC,3,"bsc,polygon,ethereum,bsc","TraderJoe,UniswapV3,Curve",True,frontrun,67704.45736113159,5913.264835595165,-61791.19252553642,306.5116112257614,4.382488771407143,-322.47681605443086,1.2726091643157715,-61779.60980947916,-91.24895496902126,True,True,True,False,2351.6295066288712,0.9781184779349241,0.3,constant_product
1,2025-08-08 12:53:33,route_1_56,USDC → WBTC → DAI → USDC,3,"bsc,bsc,bsc,bsc","Compound,AaveV3,SushiSwap",False,none,77973.84679431966,132850.3004490169,54876.45365469725,704.9974575656306,1.2022224594301607,396.4145694761691,5.621845759333376,53773.83940519602,68.96394318859411,True,False,True,True,1102.091326365745,0.777623565162292,0.3,constant_product
1,2025-08-08 12:53:33,route_1_57,DAI → USDC → USDT → LINK → DAI,4,"polygon,polygon,polygon,polygon,polygon","Curve,1inch,1inch,SushiSwap",False,frontrun,65030.973995466054,65030.973995466054,0,456.16064298886033,1.1368985764373751,-237.7721996853826,3.0548148444994756,-1.1368985764373751,0,False,False,True,False,2657.7980585189107,0.7546983187061683,0.3,constant_product
1,2025-08-08 12:53:33,route_1_58,DAI → USDT → WETH → LINK → DAI,4,"optimism,optimism,optimism,optimism,optimism","PancakeSwap,AaveV3,UniswapV3,Curve",False,none,50878.07844195809,50878.07844195809,0,53.92787256374715,3.3907575770741496,-340.41635614350434,0.8919529137089685,-3.3907575770741496,0,False,False,True,False,3133.1264192290682,0.7112908717360312,0.3,constant_product
2,2025-08-09 12:53:33,route_2_0,WETH → USDT → LINK → WETH,3,"polygon,ethereum,arbitrum,polygon","1inch,Curve,Balancer",True,none,142027.36744011065,534089.5626433445,392062.19520323386,1417.4462316325123,1.3115386780855696,1989.8786868326752,23.725846687720047,388653.5587460906,273.6469497049405,True,True,True,False,1002.9555950648976,0.9924584131859031,0.3,constant_product
2,2025-08-09 12:53:33,route_2_1,DAI → WBTC → LINK → DAI,3,"arbitrum,arbitrum,arbitrum,arbitrum","AaveV3,Balancer,Compound",False,none,106311.5926719329,106311.5926719329,0,731.2396484687242,2.625509609645704,-270.5853541182839,9.354027715536485,-2.625509609645704,0,False,True,True,False,2434.9243375702313,0.9606411609605803,0.3,constant_product
2,2025-08-09 12:53:33,route_2_2,USDC → WETH → WBTC → USDC,3,"bsc,bsc,bsc,bsc","1inch,TraderJoe,TraderJoe",False,none,119906.49356133294,254127.5569458012,134221.06338446826,589.9350011380454,1.7870807248179432,881.2402970374527,13.783873296174669,132748.10100556797,110.70968474085723,True,True,True,False,1809.8242557351746,0.8434411300160898,0.3,constant_product
2,2025-08-09 12:53:33,route_2_3,USDC → DAI → USDC,2,"arbitrum,bsc,arbitrum","UniswapV3,AaveV3",True,none,63843.21843733475,112737.39301140899,48894.17457407424,152.5002129068275,4.119251298268067,358.46250580573195,1.2953472905981789,48379.092604063415,75.77796638111198,True,True,True,True,1474.1476729131095,0.7668605024456145,0.3,constant_product
2,2025-08-09 12:53:33,route_2_4,USDT → WETH → AAVE → USDC → USDT,4,"arbitrum,arbitrum,arbitrum,arbitrum,arbitrum","PancakeSwap,UniswapV3,PancakeSwap,Curve",False,none,73885.26260821157,861979.973406725,788094.7107985134,959.6865931185265,4.261434488352077,5200.272450891671,23.450943957392383,781930.4903200149,1058.303730293721,True,True,True,False,1258.977995393387,0.8401462565809317,0.3,constant_product
2,2025-08-09 12:53:33,route_2_5,USDC → LINK → AAVE → USDT → USDC,4,"arbitrum,arbitrum,arbitrum,arbitrum,arbitrum","UniswapV3,TraderJoe,Curve,PancakeSwap",False,none,133610.000920389,133610.000920389,0,1619.2941197003609,3.2887768648826077,-306.5316990245356,40.55252662949782,-3.2887768648826077,0,False,True,True,False,1567.7001588152623,0.9293441504883924,0.3,constant_product
2,2025-08-09 12:53:33,route_2_6,DAI → AAVE → USDC → WETH → DAI,4,"bsc,bsc,bsc,bsc,bsc","Compound,TraderJoe,UniswapV3,TraderJoe",False,none,186126.86655783874,186126.86655783874,0,695.4455893567904,2.1131360645915493,-1321.5223518070077,13.452109008407847,-2.1131360645915493,0,False,True,True,False,1856.5334068393622,0.7237667519558638,0.3,constant_product
2,2025-08-09 12:53:33,route_2_7,WETH → USDC → WETH,2,"bsc,optimism,bsc","1inch,Curve",True,none,108431.39415350847,108431.39415350847,0,821.1567128393084,2.1590467626647323,-332.15308412118213,11.249751154284843,-2.1590467626647323,0,False,False,True,False,909.1611201048495,0.9580345098743511,0.3,constant_product
2,2025-08-09 12:53:33,route_2_8,WBTC → LINK → AAVE → WBTC,3,"optimism,optimism,optimism,optimism","Compound,SushiSwap,AaveV3",False,none,171913.9511675227,428272.53955038317,256358.58838286047,3130.891654382874,3.025281231540306,1564.0185796619803,45.821124876906524,251660.65286758408,146.3875684076109,True,True,True,False,2043.4564602359815,0.889909817522405,0.3,constant_product
2,2025-08-09 12:53:33,route_2_9,USDT → LINK → USDT,2,"polygon,optimism,polygon","QuickSwap,Balancer",True,none,132623.4729981348,132623.4729981348,0,624.2855341120828,1.256766076190633,-324.21851842538064,15.6456822852368,-1.256766076190633,0,False,False,True,False,1939.7898872955361,0.810037291814691,0.3,constant_product
2,2025-08-09 12:53:33,route_2_10,USDT → DAI → USDT,2,"bsc,bsc,bsc","SushiSwap,AaveV3",False,none,100336.9515569297,100336.9515569297,0,364.99166742897603,0.8434757848556313,661.8919708950796,3.948955929640534,-0.8434757848556313,0,False,True,True,True,1113.4186007472497,0.9787205859525026,0.3,constant_product
2,2025-08-09 12:53:33,route_2_11,USDC → LINK → WETH → WMATIC → USDC,4,"optimism,optimism,optimism,optimism,optimism","Balancer,1inch,Compound,AaveV3",False,none,106586.10706002149,56033.72163351205,-50552.38542650944,787.8928295600481,3.4223621822341252,-364.4712935745331,8.797015071381521,-50979.22932467719,-47.82915028125515,True,True,True,False,2267.6037960597073,0.7790225614488886,0.3,constant_product
2,2025-08-09 12:53:33,route_2_12,USDT → WBTC → USDT,2,"bsc,bsc,bsc","Balancer,AaveV3",False,none,112183.20104295367,1211645.5909556404,1099462.3899126868,2046.1854583935558,0.9723391915278322,6282.322279215126,17.19444727721794,1091132.9098358867,972.6348505763392,True,True,True,False,1650.19859182329,0.9286005290536556,0.3,constant_product
2,2025-08-09 12:53:33,route_2_13,WBTC → AAVE → WBTC,2,"optimism,optimism,optimism","Compound,SushiSwap",False,none,177348.35168244137,177348.35168244137,0,631.7751976322725,2.0148804904102615,452.3068560623743,6.934983945505941,-2.0148804904102615,0,False,True,True,True,2228.4126375807637,0.7203792056554513,0.3,constant_product
2,2025-08-09 12:53:33,route_2_14,WMATIC → AAVE → LINK → WMATIC,3,"arbitrum,arbitrum,arbitrum,arbitrum","PancakeSwap,Compound,SushiSwap",False,backrun,178377.25424966202,866922.6044048792,688545.3501552171,4228.26152578453,5.181461950569412,4145.547314761832,29.961454974780647,680166.3598527202,381.3077865301926,True,True,True,False,1266.6484581263496,0.8979267576453299,0.3,constant_product
2,2025-08-09 12:53:33,route_2_15,WETH → WMATIC → WBTC → WETH,3,"optimism,optimism,optimism,optimism","AaveV3,TraderJoe,1inch",False,none,93688.0452742084,93688.0452742084,0,563.497917488392,2.0903083964861544,-146.08579629567961,5.613425408472804,-2.0903083964861544,0,False,True,True,False,1272.0890657455416,0.8605916957487014,0.3,constant_product
