day,timestamp,route_id,route_path,hops,chains,dex_path,is_crosschain,mev_type,input_amount,output_amount,gross_profit,trading_fees,gas_cost,slippage_cost,total_price_impact,net_profit,roi_percent,success,retry_attempted,execution_time_ms,liquidity_score,competition_level,amm_formula_used
1,2025-08-08 12:43:48,route_1_10,WBTC → AAVE → WBTC,2,"ethereum,arbitrum,ethereum","Curve,UniswapV3",True,none,114434.62667873543,114434.62667873543,0,704.5704103190053,58.15279537958269,-233.58858444337883,6.365861898023105,-58.15279537958269,0,False,False,1235.5146684166602,0.8660558945109897,0.3,constant_product
1,2025-08-08 12:43:48,route_1_11,USDT → AAVE → USDT,2,"ethereum,ethereum,ethereum","QuickSwap,QuickSwap",False,none,87469.405433313,184038.2509238163,96568.84549050328,394.35291671767845,30.23865765962301,593.841213910783,13.121939487503623,95550.41270221521,109.23866719897073,True,False,1229.5030010622054,0.8850592177068305,0.3,constant_product
1,2025-08-08 12:43:48,route_1_12,WBTC → WMATIC → WBTC,2,"optimism,optimism,optimism","Compound,Compound",False,none,111997.15872733702,5874.431736198209,-106122.72699113881,397.287584007841,2.241131639144055,-806.8062033623899,1.5743744485620086,-105715.4495034234,-94.39118876291606,True,False,2246.4652716636997,0.739742300035545,0.3,constant_product
1,2025-08-08 12:43:48,route_1_13,WMATIC → LINK → WMATIC,2,"bsc,optimism,bsc","AaveV3,UniswapV3",True,none,197750.04166131865,605618.5899078258,407868.5482465072,1227.5658624383852,2.6074783135807844,2866.950768983969,29.39705560950826,403771.4241367713,204.18272519421262,True,True,1596.937011376971,0.7970895203100475,0.3,constant_product
1,2025-08-08 12:43:48,route_1_14,WBTC → USDC → LINK → WBTC,3,"optimism,bsc,polygon,optimism","SushiSwap,SushiSwap,1inch",True,frontrun,182995.62383713044,472202.7100820287,289207.08624489827,1104.9092563629627,8.718778371642516,1534.1411107420297,9.074045297242112,286559.31709942163,156.59353545769207,True,False,1596.9488027150587,0.969535435434341,0.3,constant_product
1,2025-08-08 12:43:48,route_1_15,DAI → WBTC → DAI,2,"optimism,polygon,optimism","AaveV3,AaveV3",True,none,102040.46397225212,63861.58592228546,-38178.87804996666,510.22784277883983,3.8525876478865486,-254.0135832073231,4.888957007008713,-38438.94489718607,-37.670296077484295,True,False,1299.5411869762663,0.8346750973800685,0.3,constant_product
1,2025-08-08 12:43:48,route_1_16,WMATIC → USDT → WBTC → WMATIC,3,"arbitrum,optimism,ethereum,arbitrum","UniswapV3,Balancer,Curve",True,none,189024.7664621714,189024.7664621714,0,863.0932299449715,4.271601075477992,-124.29023021971808,6.830049915467441,-4.271601075477992,0,False,False,1199.1134656614515,0.9690790157693201,0.3,constant_product
1,2025-08-08 12:43:48,route_1_17,DAI → USDC → DAI,2,"ethereum,ethereum,ethereum","TraderJoe,AaveV3",False,none,182263.1606585427,182263.1606585427,0,573.581314878655,25.555557278510037,-461.15746116020665,3.3916984063992826,-25.555557278510037,0,False,False,853.0743632302757,0.9689387085782658,0.3,constant_product
1,2025-08-08 12:43:48,route_1_18,AAVE → WMATIC → USDC → USDT → AAVE,4,"arbitrum,arbitrum,arbitrum,arbitrum,arbitrum","Balancer,UniswapV3,QuickSwap,UniswapV3",False,none,97838.68292103955,873341.129337348,775502.4464163085,3353.8683701635773,3.785313537495137,6052.24143598633,39.952415983289626,766092.5512966212,783.016010052889,True,False,2067.0916494047774,0.7195715869170399,0.3,constant_product
1,2025-08-08 12:43:48,route_1_19,USDT → AAVE → WMATIC → USDT,3,"ethereum,ethereum,ethereum,ethereum","TraderJoe,UniswapV3,UniswapV3",False,none,129277.8186192694,129277.8186192694,0,1680.3549209825928,39.78682148527744,-625.5290158972857,19.102066307251956,-39.78682148527744,0,False,False,2652.603786048964,0.8842784548752198,0.3,constant_product
1,2025-08-08 12:43:48,route_1_20,AAVE → WMATIC → LINK → AAVE,3,"optimism,optimism,optimism,optimism","TraderJoe,PancakeSwap,1inch",False,none,139535.07121204087,139535.07121204087,0,622.4270531589625,2.36562722266189,321.83605646010017,11.47383307514992,-2.36562722266189,0,False,True,1567.0803222794464,0.8892689312447037,0.3,constant_product
1,2025-08-08 12:43:48,route_1_21,DAI → USDT → WBTC → DAI,3,"bsc,bsc,bsc,bsc","QuickSwap,1inch,Curve",False,backrun,196283.34368753489,196283.34368753489,0,1115.951333802694,1.8174699443593827,-888.4758400943136,9.775167440546545,-1.8174699443593827,0,False,False,1860.9384141349458,0.7267877843909548,0.3,constant_product
1,2025-08-08 12:43:48,route_1_22,WETH → WMATIC → WETH,2,"polygon,polygon,polygon","Compound,PancakeSwap",False,frontrun,146884.79008614435,146884.79008614435,0,878.7415832803058,0.6616003295052364,-718.8426456118946,5.26728682551615,-0.6616003295052364,0,False,False,2169.6982266535783,0.9030137497415248,0.3,constant_product
1,2025-08-08 12:43:48,route_1_23,USDC → LINK → USDC,2,"ethereum,ethereum,ethereum","PancakeSwap,TraderJoe",False,none,63502.73661482676,30652.571138027237,-32850.16547679952,72.44407877458221,24.64397988507703,-187.9608672965028,2.774900362629937,-32759.292668162678,-51.58721405482542,True,False,1791.9009894651863,0.9278236819560302,0.3,constant_product
1,2025-08-08 12:43:48,route_1_24,AAVE → WMATIC → USDT → AAVE,3,"arbitrum,arbitrum,arbitrum,arbitrum","AaveV3,Compound,TraderJoe",False,none,94243.26248601278,94243.26248601278,0,379.8395574103242,2.1125129350006326,-146.3096204303399,6.500531240350531,-2.1125129350006326,0,False,False,1299.336874436852,0.8143075657391134,0.3,constant_product
1,2025-08-08 12:43:48,route_1_25,WMATIC → LINK → DAI → WETH → WMATIC,4,"polygon,polygon,polygon,polygon,polygon","Balancer,Curve,Compound,PancakeSwap",False,none,77111.98364014828,581411.8508531307,504299.8672129824,1123.3663179544772,1.0366301323819644,3334.130866619518,10.993427975046533,499841.33339827595,648.2018874405328,True,False,1271.5141935668798,0.8388594597405664,0.3,constant_product
1,2025-08-08 12:43:48,route_1_26,WETH → AAVE → LINK → WETH,3,"polygon,polygon,polygon,polygon","Curve,Balancer,QuickSwap",False,none,99220.26798417926,99220.26798417926,0,976.3655916712062,0.8154487038173234,1027.2955990961736,6.428626884891589,-0.8154487038173234,0,False,True,1340.5429659504775,0.8740132036375801,0.3,constant_product
1,2025-08-08 12:43:48,route_1_27,WMATIC → WETH → AAVE → WMATIC,3,"optimism,polygon,arbitrum,optimism","1inch,TraderJoe,AaveV3",True,none,174531.94284099038,174531.94284099038,0,1128.1287731521843,6.179336944985892,-874.5940520153861,5.980069009551903,-6.179336944985892,0,False,False,1190.378822252267,0.9342260545197779,0.3,constant_product
1,2025-08-08 12:43:48,route_1_28,USDC → LINK → USDC,2,"ethereum,ethereum,ethereum","Balancer,SushiSwap",False,none,56094.536508432466,56094.536508432466,0,191.45761159294312,27.513691698346634,-200.46951332320353,4.002847742369891,-27.513691698346634,0,False,False,2254.0897053378912,0.7861384316721908,0.3,constant_product
1,2025-08-08 12:43:48,route_1_29,AAVE → WMATIC → AAVE,2,"polygon,polygon,polygon","1inch,UniswapV3",False,none,158730.89976007468,158730.89976007468,0,864.8618770969188,0.47973278084545207,-290.54793918077644,9.134567096150079,-0.47973278084545207,0,False,False,1982.4191813676148,0.9906258452238174,0.3,constant_product
1,2025-08-08 12:43:48,route_1_30,USDC → AAVE → USDC,2,"polygon,optimism,polygon","UniswapV3,AaveV3",True,none,85780.8531196101,500974.79502726556,415193.94190765545,563.1211591432375,1.1688301508893568,3296.9022886771104,5.196311733413561,411332.7496296842,479.515806465733,True,False,2476.047639358764,0.7059368030445915,0.3,constant_product
1,2025-08-08 12:43:48,route_1_31,WBTC → USDC → LINK → WBTC,3,"polygon,polygon,polygon,polygon","Balancer,SushiSwap,PancakeSwap",False,none,121409.05533152264,49664.52900220588,-71744.52632931675,748.0490976682898,0.538560008373259,-507.64496226533913,11.252148439769076,-71985.46902472807,-59.291680367796886,True,False,1376.3070030719475,0.7924269094269542,0.3,constant_product
1,2025-08-08 12:43:48,route_1_32,WMATIC → WBTC → LINK → USDT → WMATIC,4,"polygon,arbitrum,optimism,polygon,polygon","1inch,Compound,TraderJoe,TraderJoe",True,none,107074.69965924184,942991.2019649454,835916.5023057036,672.3290573378981,2.2195238209483104,5291.823697006782,20.604541850332314,829950.130027538,775.1131991673099,True,False,2588.465342868891,0.8669435066289066,0.3,constant_product
1,2025-08-08 12:43:48,route_1_33,AAVE → DAI → AAVE,2,"optimism,optimism,optimism","TraderJoe,AaveV3",False,none,61953.99188790463,164949.53615625374,102995.54426834911,491.3017554961303,2.4157585193537843,729.0148978057562,3.3591639194906824,101772.81185652787,164.27159696290227,True,False,1651.9105624489493,0.792187926201595,0.3,constant_product
1,2025-08-08 12:43:48,route_1_34,LINK → AAVE → WMATIC → LINK,3,"polygon,polygon,polygon,polygon","PancakeSwap,Curve,AaveV3",False,none,68565.990980604,638454.3960605086,569888.4050799046,628.1162016779596,0.7962972821705069,3731.7836882287806,12.072017455889785,565527.7088927156,824.793313426612,True,False,2061.4829264483687,0.8451729049118759,0.3,constant_product
1,2025-08-08 12:43:48,route_1_35,WETH → LINK → USDT → WETH,3,"polygon,ethereum,optimism,polygon","PancakeSwap,1inch,1inch",True,none,127610.7378960844,24629.64679033598,-102981.09110574843,420.5267627932175,1.4017257924825133,-771.7579257824556,5.0924855992371505,-102631.26166855168,-80.42525524155033,True,False,2077.007405682742,0.7505828812884118,0.3,constant_product
1,2025-08-08 12:43:48,route_1_36,USDC → WBTC → USDC,2,"optimism,optimism,optimism","Curve,Curve",False,none,194005.105035788,194005.105035788,0,682.4183644828427,1.789348211687948,-230.01555870173124,5.5112398645124525,-1.789348211687948,0,False,False,1290.06530807316,0.8899057507613214,0.3,constant_product
1,2025-08-08 12:43:48,route_1_37,DAI → USDT → WBTC → WETH → DAI,4,"bsc,bsc,bsc,bsc,bsc","TraderJoe,Compound,PancakeSwap,1inch",False,backrun,157523.65093437876,174466.69954412835,16943.04860974959,1416.7485711289648,2.1439645332079724,97.21368244026186,37.13542881855749,15426.942391647153,9.793413433563519,True,False,1950.8566044151337,0.9262326416019258,0.3,constant_product
1,2025-08-08 12:43:48,route_1_38,USDC → WMATIC → USDC,2,"optimism,optimism,optimism","Balancer,Curve",False,none,55597.75460598383,55597.75460598383,0,917.4260328193296,2.6872182957718342,518.0655412284873,18.10063521034818,-2.6872182957718342,0,False,True,1326.1893754330615,0.7552698261867763,0.3,constant_product
1,2025-08-08 12:43:48,route_1_39,LINK → AAVE → USDT → DAI → LINK,4,"arbitrum,ethereum,optimism,arbitrum,arbitrum","PancakeSwap,PancakeSwap,SushiSwap,Curve",True,none,108665.8006964245,108665.8006964245,0,143.44502212133835,6.324752042608833,196.43253533750098,9.323492317246064,-6.324752042608833,0,False,True,2068.9205894392308,0.8767685268496612,0.3,constant_product
1,2025-08-08 12:43:48,route_1_40,WMATIC → LINK → AAVE → WMATIC,3,"ethereum,ethereum,ethereum,ethereum","PancakeSwap,Balancer,Compound",False,none,132329.07424253895,132329.07424253895,0,409.04334134367326,27.698684621236712,-457.9095181294409,2.241814916550158,-27.698684621236712,0,False,False,1333.6411069696892,0.9875967624593165,0.3,constant_product
1,2025-08-08 12:43:48,route_1_41,USDC → WBTC → WETH → USDC,3,"polygon,polygon,polygon,polygon","UniswapV3,QuickSwap,SushiSwap",False,none,151228.99499128124,151228.99499128124,0,690.3507823830445,0.765719800154192,-761.3196494364463,10.355524795277592,-0.765719800154192,0,False,False,1393.2907707905786,0.7599477591585859,0.3,constant_product
2,2025-08-09 12:43:48,route_2_0,USDT → WBTC → AAVE → USDT,3,"arbitrum,arbitrum,arbitrum,arbitrum","TraderJoe,1inch,Compound",False,frontrun,171643.06717817538,171643.06717817538,0,552.940296377838,5.012636858531911,-874.5236074271686,5.522558061312508,-5.012636858531911,0,False,False,2542.4955651776368,0.9260945926779756,0.3,constant_product
2,2025-08-09 12:43:48,route_2_1,WBTC → DAI → WBTC,2,"bsc,bsc,bsc","Curve,TraderJoe",False,none,130043.7880451646,130043.7880451646,0,489.871506128215,1.2497555003914051,-302.03305224321895,14.592980645959102,-1.2497555003914051,0,False,False,955.3085775409972,0.9283044594182891,0.3,constant_product
2,2025-08-09 12:43:48,route_2_2,WETH → USDT → LINK → DAI → WETH,4,"arbitrum,ethereum,optimism,arbitrum,arbitrum","SushiSwap,QuickSwap,1inch,SushiSwap",True,frontrun,103855.04959799931,122778.88808747532,18923.83848947601,531.9462994947181,8.281015035577667,123.43161625850729,2.574557713790968,18260.179558687207,17.58237045706343,True,False,3428.186532453209,0.8477453513083485,0.3,constant_product
2,2025-08-09 12:43:48,route_2_3,USDT → LINK → DAI → AAVE → USDT,4,"bsc,polygon,ethereum,bsc,bsc","1inch,QuickSwap,PancakeSwap,UniswapV3",True,frontrun,186636.3507399186,186636.3507399186,0,688.6244417202017,6.500885300515461,-1287.5453825375164,4.620128069370454,-6.500885300515461,0,False,False,1194.8558583849344,0.7539884086642404,0.3,constant_product
2,2025-08-09 12:43:48,route_2_4,WBTC → AAVE → WBTC,2,"optimism,optimism,optimism","PancakeSwap,1inch",False,none,134991.2443998786,134991.2443998786,0,459.23412659459336,1.7844011405046756,-375.3408056128901,3.1097521599489566,-1.7844011405046756,0,False,False,1780.1344534957389,0.8066713601699077,0.3,constant_product
2,2025-08-09 12:43:48,route_2_5,DAI → USDC → WBTC → DAI,3,"arbitrum,arbitrum,arbitrum,arbitrum","QuickSwap,Compound,QuickSwap",False,none,152863.67516300263,509874.0319120296,357010.356749027,1148.7359405177885,2.7287470420971403,2138.6376751434514,13.36579100599719,353720.2543863237,231.395885261258,True,False,1640.9281005291307,0.9009592061647438,0.3,constant_product
2,2025-08-09 12:43:48,route_2_6,USDC → WBTC → USDC,2,"arbitrum,arbitrum,arbitrum","TraderJoe,UniswapV3",False,none,186679.44358912407,554985.2782102692,368305.8346211451,984.9258053291006,1.6697013612288378,2204.920737816228,5.907849871610139,365114.3183766386,195.5835690084037,True,False,1996.523608466143,0.9013342905402781,0.3,constant_product
2,2025-08-09 12:43:48,route_2_7,AAVE → DAI → AAVE,2,"ethereum,ethereum,ethereum","PancakeSwap,1inch",False,none,188850.29624524032,254959.58221002563,66109.28596478532,1159.2812577806324,33.46723826331755,397.85045646872237,15.104495890850709,64518.68701227265,34.16393211715639,True,False,1056.3954324568895,0.8981927793311111,0.3,constant_product
2,2025-08-09 12:43:48,route_2_8,AAVE → USDC → AAVE,2,"ethereum,ethereum,ethereum","UniswapV3,UniswapV3",False,none,129574.25214709423,29424.707232440203,-100149.54491465402,459.27914899570214,21.726786948096226,-613.6206307751094,2.295638448305885,-100016.93021982271,-77.18889251722811,True,False,2393.1607308233156,0.8872956374409611,0.3,constant_product
2,2025-08-09 12:43:48,route_2_9,AAVE → DAI → AAVE,2,"polygon,bsc,polygon","SushiSwap,UniswapV3",True,none,193635.18423620018,193635.18423620018,0,750.7699912477403,1.3154412288996324,556.800314151191,19.173830036276364,-1.3154412288996324,0,False,True,1793.121686363674,0.9222891448287944,0.3,constant_product
2,2025-08-09 12:43:48,route_2_10,WMATIC → DAI → WMATIC,2,"optimism,optimism,optimism","Compound,UniswapV3",False,none,57001.50286387316,57001.50286387316,0,234.9779228205261,2.4345925592455675,-286.02799472484014,0.7190680308062323,-2.4345925592455675,0,False,False,2377.576462475735,0.7817320743930002,0.3,constant_product
2,2025-08-09 12:43:48,route_2_11,WBTC → AAVE → WBTC,2,"ethereum,ethereum,ethereum","PancakeSwap,TraderJoe",False,none,107399.03954911482,107399.03954911482,0,509.62901147478385,31.67542464233905,-90.1686950790766,11.571800811832578,-31.67542464233905,0,False,False,1436.1594611087673,0.8847995519267821,0.3,constant_product
2,2025-08-09 12:43:48,route_2_12,DAI → WETH → WMATIC → DAI,3,"polygon,polygon,polygon,polygon","SushiSwap,QuickSwap,PancakeSwap",False,backrun,196202.15013284708,1133705.5637261919,937503.4135933449,2960.24118133248,1.1118066672495037,7194.955750057247,35.79410956109069,927347.1048552878,472.64879830694395,True,False,1468.899164559296,0.7325408477735784,0.3,constant_product
2,2025-08-09 12:43:48,route_2_13,WBTC → WETH → DAI → AAVE → WBTC,4,"bsc,bsc,bsc,bsc,bsc","UniswapV3,PancakeSwap,Compound,Compound",False,none,95207.9085629955,9812.610229778598,-85395.2983332169,367.9002124193462,1.8950431128775826,-480.95257227793195,3.516259892148402,-85284.14101647119,-89.57674031883799,True,False,1513.9671015462595,0.9367926786774255,0.3,constant_product
2,2025-08-09 12:43:48,route_2_14,USDC → AAVE → USDC,2,"polygon,polygon,polygon","Compound,Compound",False,none,95774.6775781833,24743.05091482073,-71031.62666336256,429.29078255447905,0.5431187508851165,-438.73145372555894,2.582794949027569,-71022.72911094237,-74.15606181807787,True,False,1075.852793126948,0.8823435076253823,0.3,constant_product
2,2025-08-09 12:43:48,route_2_15,WMATIC → LINK → USDC → AAVE → WMATIC,4,"polygon,bsc,optimism,polygon,polygon","PancakeSwap,QuickSwap,Balancer,AaveV3",True,frontrun,106483.2842492476,106483.2842492476,0,2104.088253862304,2.2965088381297774,3850.283558526474,19.57107834084798,-2.2965088381297774,0,False,True,2424.427009080493,0.721126980169611,0.3,constant_product
2,2025-08-09 12:43:48,route_2_16,WMATIC → WBTC → WMATIC,2,"arbitrum,optimism,arbitrum","1inch,AaveV3",True,frontrun,158744.4530861614,158744.4530861614,0,855.3893170194751,6.508071086967741,-267.4026180058511,17.76048128800044,-6.508071086967741,0,False,False,2188.931461033396,0.9032207089612929,0.3,constant_product
2,2025-08-09 12:43:48,route_2_17,LINK → USDC → LINK,2,"polygon,polygon,polygon","AaveV3,SushiSwap",False,none,97032.96802607819,97032.96802607819,0,463.7705308062972,0.4581118862998357,526.6476096616203,7.888163920725631,-0.4581118862998357,0,False,True,2065.3396980244142,0.7978613602895285,0.3,constant_product
2,2025-08-09 12:43:48,route_2_18,DAI → WBTC → USDC → WMATIC → DAI,4,"ethereum,polygon,arbitrum,ethereum,ethereum","QuickSwap,SushiSwap,Balancer,QuickSwap",True,backrun,121546.60170952961,286633.2823998492,165086.6806903196,5062.576906897458,124.13392727072082,855.5187595889055,29.360917806521112,159044.45109656252,130.85059463582925,True,False,2374.0954586589796,0.9817760245638814,0.3,constant_product
2,2025-08-09 12:43:48,route_2_19,USDT → WETH → USDC → USDT,3,"optimism,optimism,optimism,optimism","1inch,AaveV3,QuickSwap",False,backrun,106827.31680040635,106827.31680040635,0,379.01714033106106,4.514758326303248,-693.9198427312879,7.078537873709578,-4.514758326303248,0,False,False,1086.8485616597006,0.7177695847141676,0.3,constant_product
2,2025-08-09 12:43:48,route_2_20,WBTC → WMATIC → WBTC,2,"bsc,bsc,bsc","Compound,1inch",False,backrun,169707.89943426033,169707.89943426033,0,503.68511169376154,1.9674204804505964,-707.3245323810341,12.906456562462425,-1.9674204804505964,0,False,False,1233.2337700233907,0.7439607451897959,0.3,constant_product
2,2025-08-09 12:43:48,route_2_21,USDC → USDT → USDC,2,"bsc,bsc,bsc","AaveV3,AaveV3",False,none,94764.21382669042,94764.21382669042,0,1584.158072461387,1.2790466331233334,1962.849147189861,15.233421747175667,-1.2790466331233334,0,False,True,1662.9852612973352,0.9174366110275947,0.3,constant_product
2,2025-08-09 12:43:48,route_2_22,WETH → USDT → WETH,2,"bsc,ethereum,bsc","UniswapV3,QuickSwap",True,none,179387.07846981718,179387.07846981718,0,1242.327928649406,2.718323331053873,1655.350063356922,38.303278608845915,-2.718323331053873,0,False,True,1769.8149263510763,0.7851673853074255,0.3,constant_product
2,2025-08-09 12:43:48,route_2_23,WETH → DAI → USDC → WETH,3,"bsc,bsc,bsc,bsc","1inch,Balancer,Curve",False,backrun,78551.02866250128,78551.02866250128,0,326.4086677066391,1.9351305019090013,-74.03330951133594,4.686136456443581,-1.9351305019090013,0,False,False,2384.45661655873,0.7348658496483689,0.3,constant_product
2,2025-08-09 12:43:48,route_2_24,DAI → LINK → USDC → DAI,3,"ethereum,polygon,bsc,ethereum","QuickSwap,1inch,Balancer",True,none,58054.268564341925,58054.268564341925,0,290.748656001571,70.85496934497264,-263.2468969354157,2.487757249730531,-70.85496934497264,0,False,False,2786.9582158234016,0.919361019580814,0.3,constant_product
2,2025-08-09 12:43:48,route_2_25,WMATIC → LINK → WMATIC,2,"polygon,optimism,polygon","Compound,1inch",True,backrun,75386.72915125848,1146844.1640484766,1071457.4348972181,487.36608689177916,1.5821955916099975,5696.773453695676,13.858122553638411,1065271.713161039,1413.0759155549006,True,False,1712.8787405317544,0.9683154674975818,0.3,constant_product
2,2025-08-09 12:43:48,route_2_26,DAI → LINK → USDT → WMATIC → DAI,4,"arbitrum,arbitrum,arbitrum,arbitrum,arbitrum","AaveV3,1inch,PancakeSwap,SushiSwap",False,backrun,169414.74735073425,169414.74735073425,0,3067.3266376443426,6.642173412971472,338.75582109235256,25.710922514589196,-6.642173412971472,0,False,True,3218.1507564099684,0.9873519259966267,0.3,constant_product
2,2025-08-09 12:43:48,route_2_27,USDT → WMATIC → WBTC → DAI → USDT,4,"bsc,polygon,optimism,bsc,bsc","1inch,QuickSwap,1inch,UniswapV3",True,none,130636.63792878107,983765.323689175,853128.6857603939,1785.1904089152472,2.634353972674413,6686.477639250368,28.73480937828671,844654.3833582556,646.5677598184471,True,False,1445.2292391155536,0.7162404393552061,0.3,constant_product
2,2025-08-09 12:43:48,route_2_28,DAI → WETH → DAI,2,"polygon,polygon,polygon","UniswapV3,Balancer",False,none,169236.39269437757,169236.39269437757,0,984.5119549882222,0.6457131376948324,-405.11508203134747,3.426949064814883,-0.6457131376948324,0,False,False,1465.1219112800154,0.9878477413276873,0.3,constant_product
2,2025-08-09 12:43:48,route_2_29,USDC → LINK → USDC,2,"ethereum,ethereum,ethereum","TraderJoe,QuickSwap",False,none,106947.07915523642,20367.86263041137,-86579.21652482505,108.93810866657789,26.170107996013968,-543.2398309119933,3.6130623949167653,-86171.08491057565,-80.5735748851038,True,False,1392.965121358663,0.8725516899818226,0.3,constant_product
2,2025-08-09 12:43:48,route_2_30,WBTC → USDT → DAI → WBTC,3,"ethereum,ethereum,ethereum,ethereum","1inch,Compound,Compound",False,backrun,168647.31866117293,168647.31866117293,0,1142.8131329943963,66.26012088829248,-1053.8577465461838,6.366750487822025,-66.26012088829248,0,False,False,2072.319547403036,0.7132150253809095,0.3,constant_product
2,2025-08-09 12:43:48,route_2_31,AAVE → WMATIC → WETH → AAVE,3,"bsc,ethereum,arbitrum,bsc","Curve,TraderJoe,PancakeSwap",True,none,90196.14438422935,90196.14438422935,0,3156.825790629928,2.57031832666076,5486.086307682642,30.53857096232577,-2.57031832666076,0,False,True,1210.1940084738187,0.8148760198374349,0.3,constant_product
2,2025-08-09 12:43:48,route_2_32,WETH → WBTC → LINK → WETH,3,"polygon,polygon,polygon,polygon","1inch,1inch,SushiSwap",False,none,86306.50471789631,490486.15313241485,404179.64841451857,1298.694206968326,0.6706690836579587,2649.8001953926405,9.49294417550778,400230.4833430739,463.7315398778779,True,False,1440.822930937688,0.8444003908195153,0.3,constant_product
2,2025-08-09 12:43:48,route_2_33,WBTC → WMATIC → WBTC,2,"bsc,bsc,bsc","Balancer,Compound",False,none,182300.5842446331,182300.5842446331,0,300.12838089159544,1.1164483790043895,-315.5629075153237,5.499320661583759,-1.1164483790043895,0,False,False,2125.3368216926183,0.9113035458003126,0.3,constant_product
2,2025-08-09 12:43:48,route_2_34,USDT → LINK → USDT,2,"polygon,polygon,polygon","1inch,TraderJoe",False,none,66606.98964636508,177136.8393866537,110529.84974028863,641.7002540961357,0.5849772532878921,826.9150454902076,4.040677208297323,109060.64946344901,163.7375447268855,True,False,2177.1809167462698,0.7518626891892052,0.3,constant_product
2,2025-08-09 12:43:48,route_2_35,WETH → USDT → WETH,2,"optimism,optimism,optimism","AaveV3,PancakeSwap",False,frontrun,131098.5574486699,950266.0612387644,819167.5037900945,2311.620147569079,3.0218527667582937,4425.9291150519375,25.284867767789127,812426.9326747068,619.7069963891885,True,False,1771.0869144576627,0.9597040172401604,0.3,constant_product
